date,inflow,outflow,local
1924-05-01,720127.0,210737.0,424242.9096984863
1924-06-01,1037288.0,255029.0,617469.6236724854
1924-07-01,785546.9999999998,598354.0,401397.02780151344
1924-08-01,1962752.0,682855.0,1378913.81741333
1924-09-01,2225765.9999999995,870199.0,1219569.048217773
1924-10-01,2237941.0,1112563.0,1253580.1328125
1924-11-01,2445112.0,1104908.0,1475927.3269958496
1924-12-01,1309486.9999999998,1106160.0,650531.6393127439
1925-01-01,1290043.0000000002,895571.0,713060.9249229433
1925-02-01,944318.0000000001,542451.0,705156.6863842012
1925-03-01,417180.00000000006,197738.0,315178.6224260331
1925-04-01,278213.0,135924.0,201953.9207611084
1925-05-01,480721.0,190093.0,291158.80459594727
1925-06-01,924138.9999999998,517270.99999999994,358385.5741424558
1925-07-01,1734827.0,678621.0,440938.25354003906
1925-08-01,2074453.9999999998,1294115.0,944921.5413818357
1925-09-01,1636127.0,1112513.0,828396.7085266113
1925-10-01,1149128.0,677974.0,729372.8938446045
1925-11-01,559858.0,541819.0,447759.8493041992
1925-12-01,358825.0,109518.0,224833.23122406006
1926-01-01,299745.0,62000.0,196905.6590423584
1926-02-01,340376.00000000006,48000.0,194311.8230285645
1926-03-01,274654.00000000006,62000.0,182999.93566513067
1926-04-01,581248.0,147742.0,307357.46591186523
1926-05-01,1524599.0,590160.0,731014.926940918
1926-06-01,1760877.9999999998,687338.0,907239.9450683591
1926-07-01,2000725.0000000002,1107041.0,1141010.1019287112
1926-08-01,2547318.0,1246124.0,1468793.2082519531
1926-09-01,1693553.0,1175647.0,1030113.8556518555
1926-10-01,1855121.0,1085365.0,1246058.3507385254
1926-11-01,765954.9999999999,782413.0,567905.7901153563
1926-12-01,381813.99999999994,168537.0,299581.3831634521
1927-01-01,333163.99999999994,62000.0,247928.1865997314
1927-02-01,330804.00000000006,56000.0,169454.42773437506
1927-03-01,387887.0,35289.0,209822.59440231323
1927-04-01,250843.0,60000.0,177829.34286499023
1927-05-01,305589.0,62000.0,225027.04350280762
1927-06-01,322119.0,60000.0,248513.67572021484
1927-07-01,620569.0000000001,62000.0,491266.83964538586
1927-08-01,1173558.0000000002,155001.0,900914.6556396487
1927-09-01,775497.0,412328.0,530708.3666725159
1927-10-01,1314643.0,448136.0,1025885.5344085693
1927-11-01,583708.0,91044.0,461368.6295928955
1927-12-01,358103.0,114538.0,270023.76079559326
1928-01-01,368254.0,62000.0,211503.23221588135
1928-02-01,448581.99999999994,58000.0,313926.1649322509
1928-03-01,769444.0,71306.0,434174.27630615234
1928-04-01,876492.0000000001,232695.0,448872.81439208996
1928-05-01,889342.9999999999,238925.0,467087.5365295409
1928-06-01,1488347.0000000002,460245.0,754261.4684143069
1928-07-01,1185348.0000000002,738277.0,747735.9967041018
1928-08-01,859840.0000000001,749348.0,423481.6028442384
1928-09-01,892579.0000000001,536107.0,589901.977874756
1928-10-01,1978928.9999999998,484363.0,1456871.9026641843
1928-11-01,687196.0,282978.0,544622.0041427612
1928-12-01,330739.00000000006,132975.0,254352.6267433167
1929-01-01,241838.0,62000.0,167502.1718673706
1929-02-01,242699.00000000003,56000.0,156564.56287384036
1929-03-01,235568.00000000003,62000.0,173480.27874755862
1929-04-01,342160.0,129035.0,218591.13555908203
1929-05-01,771453.0,93947.0,261783.13806152344
1929-06-01,652136.0,128527.99999999999,433022.97274780273
1929-07-01,602144.0,186190.0,392537.58030700684
1929-08-01,901507.0,148886.0,503690.9647369385
1929-09-01,837973.0000000001,110759.0,536163.9735260011
1929-10-01,955165.0000000001,178010.0,799836.8778228761
1929-11-01,608319.9999999998,75000.0,506106.95146942115
1929-12-01,463715.00000000006,62000.0,372804.5679092408
1930-01-01,317838.0,62000.0,243239.0680809021
1930-02-01,242188.0,20399.0,156302.60194015503
1930-03-01,230414.00000000003,60000.0,164989.0765075684
1930-04-01,214235.99999999997,60000.0,150532.7283172607
1930-05-01,342530.00000000006,62000.0,280178.48927307135
1930-06-01,330727.99999999994,60000.0,266064.80897521967
1930-07-01,557407.9999999999,62395.0,304190.7833557128
1930-08-01,1398898.0,331296.0,689812.1696472168
1930-09-01,952532.0,464913.0,662541.6015014648
1930-10-01,1913428.0000000002,379688.0,1474579.190338135
1930-11-01,1258995.0,318933.0,748916.4440460205
1930-12-01,1283586.0,833638.0,696182.5565185547
1931-01-01,677333.0000000001,192863.0,500188.3251800538
1931-02-01,342311.00000000006,63090.0,260013.66140747076
1931-03-01,554515.0,118482.0,474963.06617736816
1931-04-01,937609.0,479962.0,421837.6311340332
1931-05-01,2481900.0,709155.0,1270135.7611694336
1931-06-01,4408212.0,1180065.0,2972022.283935547
1931-07-01,4630529.0,2033104.0,2087075.8933105469
1931-08-01,4471686.999999999,3429076.0,1738564.6630859366
1931-09-01,3413418.0,3374709.0,1470636.4478759766
1931-10-01,1764622.0,2419674.0,1101658.4821166992
